NULL (U+0000)	00
𝃅	BYZANTINE MUSICAL SYMBOL FHTORA SKLIRON CHROMA VASIS (U+1D0C5)	f09d8385
𝃆	BYZANTINE MUSICAL SYMBOL FTHORA SKLIRON CHROMA SYNAFI (U+1D0C6)	f09d8386
𝃇	BYZANTINE MUSICAL SYMBOL FTHORA NENANO (U+1D0C7)	f09d8387
𝃈	BYZANTINE MUSICAL SYMBOL CHROA ZYGOS (U+1D0C8)	f09d8388
𝃉	BYZANTINE MUSICAL SYMBOL CHROA KLITON (U+1D0C9)	f09d8389
𝃊	BYZANTINE MUSICAL SYMBOL CHROA SPATHI (U+1D0CA)	f09d838a
𝃋	BYZANTINE MUSICAL SYMBOL FTHORA I YFESIS TETARTIMORION (U+1D0CB)	f09d838b
𝃌	BYZANTINE MUSICAL SYMBOL FTHORA ENARMONIOS ANTIFONIA (U+1D0CC)	f09d838c
𝃍	BYZANTINE MUSICAL SYMBOL YFESIS TRITIMORION (U+1D0CD)	f09d838d
𝃎	BYZANTINE MUSICAL SYMBOL DIESIS TRITIMORION (U+1D0CE)	f09d838e
𝃏	BYZANTINE MUSICAL SYMBOL DIESIS TETARTIMORION (U+1D0CF)	f09d838f
𝃐	BYZANTINE MUSICAL SYMBOL DIESIS APLI DYO DODEKATA (U+1D0D0)	f09d8390
𝃑	BYZANTINE MUSICAL SYMBOL DIESIS MONOGRAMMOS TESSERA DODEKATA (U+1D0D1)	f09d8391
𝃒	BYZANTINE MUSICAL SYMBOL DIESIS DIGRAMMOS EX DODEKATA (U+1D0D2)	f09d8392
𝃓	BYZANTINE MUSICAL SYMBOL DIESIS TRIGRAMMOS OKTO DODEKATA (U+1D0D3)	f09d8393
𝃔	BYZANTINE MUSICAL SYMBOL YFESIS APLI DYO DODEKATA (U+1D0D4)	f09d8394
𝃕	BYZANTINE MUSICAL SYMBOL YFESIS MONOGRAMMOS TESSERA DODEKATA (U+1D0D5)	f09d8395
𝃖	BYZANTINE MUSICAL SYMBOL YFESIS DIGRAMMOS EX DODEKATA (U+1D0D6)	f09d8396
𝃗	BYZANTINE MUSICAL SYMBOL YFESIS TRIGRAMMOS OKTO DODEKATA (U+1D0D7)	f09d8397
𝃘	BYZANTINE MUSICAL SYMBOL GENIKI DIESIS (U+1D0D8)	f09d8398
𝃙	BYZANTINE MUSICAL SYMBOL GENIKI YFESIS (U+1D0D9)	f09d8399
𝃚	BYZANTINE MUSICAL SYMBOL DIASTOLI APLI MIKRI (U+1D0DA)	f09d839a
𝃛	BYZANTINE MUSICAL SYMBOL DIASTOLI APLI MEGALI (U+1D0DB)	f09d839b
𝃜	BYZANTINE MUSICAL SYMBOL DIASTOLI DIPLI (U+1D0DC)	f09d839c
𝃝	BYZANTINE MUSICAL SYMBOL DIASTOLI THESEOS (U+1D0DD)	f09d839d
𝃞	BYZANTINE MUSICAL SYMBOL SIMANSIS THESEOS (U+1D0DE)	f09d839e
𝃟	BYZANTINE MUSICAL SYMBOL SIMANSIS THESEOS DISIMOU (U+1D0DF)	f09d839f
𝃠	BYZANTINE MUSICAL SYMBOL SIMANSIS THESEOS TRISIMOU (U+1D0E0)	f09d83a0
𝃡	BYZANTINE MUSICAL SYMBOL SIMANSIS THESEOS TETRASIMOU (U+1D0E1)	f09d83a1
𝃢	BYZANTINE MUSICAL SYMBOL SIMANSIS ARSEOS (U+1D0E2)	f09d83a2
𝃣	BYZANTINE MUSICAL SYMBOL SIMANSIS ARSEOS DISIMOU (U+1D0E3)	f09d83a3
𝃤	BYZANTINE MUSICAL SYMBOL SIMANSIS ARSEOS TRISIMOU (U+1D0E4)	f09d83a4
𝃥	BYZANTINE MUSICAL SYMBOL SIMANSIS ARSEOS TETRASIMOU (U+1D0E5)	f09d83a5
𝃦	BYZANTINE MUSICAL SYMBOL DIGRAMMA GG (U+1D0E6)	f09d83a6
𝃧	BYZANTINE MUSICAL SYMBOL DIFTOGGOS OU (U+1D0E7)	f09d83a7
𝃨	BYZANTINE MUSICAL SYMBOL STIGMA (U+1D0E8)	f09d83a8
𝃩	BYZANTINE MUSICAL SYMBOL ARKTIKO PA (U+1D0E9)	f09d83a9
𝃪	BYZANTINE MUSICAL SYMBOL ARKTIKO VOU (U+1D0EA)	f09d83aa
𝃫	BYZANTINE MUSICAL SYMBOL ARKTIKO GA (U+1D0EB)	f09d83ab
𝃬	BYZANTINE MUSICAL SYMBOL ARKTIKO DI (U+1D0EC)	f09d83ac
𝃭	BYZANTINE MUSICAL SYMBOL ARKTIKO KE (U+1D0ED)	f09d83ad
𝃮	BYZANTINE MUSICAL SYMBOL ARKTIKO ZO (U+1D0EE)	f09d83ae
𝃯	BYZANTINE MUSICAL SYMBOL ARKTIKO NI (U+1D0EF)	f09d83af
𝃰	BYZANTINE MUSICAL SYMBOL KENTIMATA NEO MESO (U+1D0F0)	f09d83b0
𝃱	BYZANTINE MUSICAL SYMBOL KENTIMA NEO MESO (U+1D0F1)	f09d83b1
𝃲	BYZANTINE MUSICAL SYMBOL KENTIMATA NEO KATO (U+1D0F2)	f09d83b2
𝃳	BYZANTINE MUSICAL SYMBOL KENTIMA NEO KATO (U+1D0F3)	f09d83b3
𝃴	BYZANTINE MUSICAL SYMBOL KLASMA KATO (U+1D0F4)	f09d83b4
𝃵	BYZANTINE MUSICAL SYMBOL GORGON NEO KATO (U+1D0F5)	f09d83b5
𝄀	MUSICAL SYMBOL SINGLE BARLINE (U+1D100)	f09d8480
𝄁	MUSICAL SYMBOL DOUBLE BARLINE (U+1D101)	f09d8481
𝄂	MUSICAL SYMBOL FINAL BARLINE (U+1D102)	f09d8482
𝄃	MUSICAL SYMBOL REVERSE FINAL BARLINE (U+1D103)	f09d8483
𝄄	MUSICAL SYMBOL DASHED BARLINE (U+1D104)	f09d8484
𝄅	MUSICAL SYMBOL SHORT BARLINE (U+1D105)	f09d8485
𝄆	MUSICAL SYMBOL LEFT REPEAT SIGN (U+1D106)	f09d8486
𝄇	MUSICAL SYMBOL RIGHT REPEAT SIGN (U+1D107)	f09d8487
𝄈	MUSICAL SYMBOL REPEAT DOTS (U+1D108)	f09d8488
𝄉	MUSICAL SYMBOL DAL SEGNO (U+1D109)	f09d8489
𝄊	MUSICAL SYMBOL DA CAPO (U+1D10A)	f09d848a
𝄋	MUSICAL SYMBOL SEGNO (U+1D10B)	f09d848b
𝄌	MUSICAL SYMBOL CODA (U+1D10C)	f09d848c
𝄍	MUSICAL SYMBOL REPEATED FIGURE-1 (U+1D10D)	f09d848d
𝄎	MUSICAL SYMBOL REPEATED FIGURE-2 (U+1D10E)	f09d848e
𝄏	MUSICAL SYMBOL REPEATED FIGURE-3 (U+1D10F)	f09d848f
𝄐	MUSICAL SYMBOL FERMATA (U+1D110)	f09d8490
𝄑	MUSICAL SYMBOL FERMATA BELOW (U+1D111)	f09d8491
𝄒	MUSICAL SYMBOL BREATH MARK (U+1D112)	f09d8492
𝄓	MUSICAL SYMBOL CAESURA (U+1D113)	f09d8493
𝄔	MUSICAL SYMBOL BRACE (U+1D114)	f09d8494
𝄕	MUSICAL SYMBOL BRACKET (U+1D115)	f09d8495
𝄖	MUSICAL SYMBOL ONE-LINE STAFF (U+1D116)	f09d8496
𝄗	MUSICAL SYMBOL TWO-LINE STAFF (U+1D117)	f09d8497
𝄘	MUSICAL SYMBOL THREE-LINE STAFF (U+1D118)	f09d8498
𝄙	MUSICAL SYMBOL FOUR-LINE STAFF (U+1D119)	f09d8499
𝄚	MUSICAL SYMBOL FIVE-LINE STAFF (U+1D11A)	f09d849a
𝄛	MUSICAL SYMBOL SIX-LINE STAFF (U+1D11B)	f09d849b
𝄜	MUSICAL SYMBOL SIX-STRING FRETBOARD (U+1D11C)	f09d849c
𝄝	MUSICAL SYMBOL FOUR-STRING FRETBOARD (U+1D11D)	f09d849d
𝄞	MUSICAL SYMBOL G CLEF (U+1D11E)	f09d849e
𝄟	MUSICAL SYMBOL G CLEF OTTAVA ALTA (U+1D11F)	f09d849f
𝄠	MUSICAL SYMBOL G CLEF OTTAVA BASSA (U+1D120)	f09d84a0
𝄡	MUSICAL SYMBOL C CLEF (U+1D121)	f09d84a1
𝄢	MUSICAL SYMBOL F CLEF (U+1D122)	f09d84a2
𝄣	MUSICAL SYMBOL F CLEF OTTAVA ALTA (U+1D123)	f09d84a3
𝄤	MUSICAL SYMBOL F CLEF OTTAVA BASSA (U+1D124)	f09d84a4
𝄥	MUSICAL SYMBOL DRUM CLEF-1 (U+1D125)	f09d84a5
𝄦	MUSICAL SYMBOL DRUM CLEF-2 (U+1D126)	f09d84a6
𝄩	MUSICAL SYMBOL MULTIPLE MEASURE REST (U+1D129)	f09d84a9
𝄪	MUSICAL SYMBOL DOUBLE SHARP (U+1D12A)	f09d84aa
𝄫	MUSICAL SYMBOL DOUBLE FLAT (U+1D12B)	f09d84ab
𝄬	MUSICAL SYMBOL FLAT UP (U+1D12C)	f09d84ac
𝄭	MUSICAL SYMBOL FLAT DOWN (U+1D12D)	f09d84ad
𝄮	MUSICAL SYMBOL NATURAL UP (U+1D12E)	f09d84ae
𝄯	MUSICAL SYMBOL NATURAL DOWN (U+1D12F)	f09d84af
𝄰	MUSICAL SYMBOL SHARP UP (U+1D130)	f09d84b0
𝄱	MUSICAL SYMBOL SHARP DOWN (U+1D131)	f09d84b1
𝄲	MUSICAL SYMBOL QUARTER TONE SHARP (U+1D132)	f09d84b2
𝄳	MUSICAL SYMBOL QUARTER TONE FLAT (U+1D133)	f09d84b3
𝄴	MUSICAL SYMBOL COMMON TIME (U+1D134)	f09d84b4
𝄵	MUSICAL SYMBOL CUT TIME (U+1D135)	f09d84b5
𝄶	MUSICAL SYMBOL OTTAVA ALTA (U+1D136)	f09d84b6
𝄷	MUSICAL SYMBOL OTTAVA BASSA (U+1D137)	f09d84b7
𝄸	MUSICAL SYMBOL QUINDICESIMA ALTA (U+1D138)	f09d84b8
𝄹	MUSICAL SYMBOL QUINDICESIMA BASSA (U+1D139)	f09d84b9
𝄺	MUSICAL SYMBOL MULTI REST (U+1D13A)	f09d84ba
𝄻	MUSICAL SYMBOL WHOLE REST (U+1D13B)	f09d84bb
𝄼	MUSICAL SYMBOL HALF REST (U+1D13C)	f09d84bc
𝄽	MUSICAL SYMBOL QUARTER REST (U+1D13D)	f09d84bd
𝄾	MUSICAL SYMBOL EIGHTH REST (U+1D13E)	f09d84be
𝄿	MUSICAL SYMBOL SIXTEENTH REST (U+1D13F)	f09d84bf
𝅀	MUSICAL SYMBOL THIRTY-SECOND REST (U+1D140)	f09d8580
𝅁	MUSICAL SYMBOL SIXTY-FOURTH REST (U+1D141)	f09d8581
𝅂	MUSICAL SYMBOL ONE HUNDRED TWENTY-EIGHTH REST (U+1D142)	f09d8582
𝅃	MUSICAL SYMBOL X NOTEHEAD (U+1D143)	f09d8583
𝅄	MUSICAL SYMBOL PLUS NOTEHEAD (U+1D144)	f09d8584
𝅅	MUSICAL SYMBOL CIRCLE X NOTEHEAD (U+1D145)	f09d8585
𝅆	MUSICAL SYMBOL SQUARE NOTEHEAD WHITE (U+1D146)	f09d8586
𝅇	MUSICAL SYMBOL SQUARE NOTEHEAD BLACK (U+1D147)	f09d8587
𝅈	MUSICAL SYMBOL TRIANGLE NOTEHEAD UP WHITE (U+1D148)	f09d8588
𝅉	MUSICAL SYMBOL TRIANGLE NOTEHEAD UP BLACK (U+1D149)	f09d8589
𝅊	MUSICAL SYMBOL TRIANGLE NOTEHEAD LEFT WHITE (U+1D14A)	f09d858a
𝅋	MUSICAL SYMBOL TRIANGLE NOTEHEAD LEFT BLACK (U+1D14B)	f09d858b
𝅌	MUSICAL SYMBOL TRIANGLE NOTEHEAD RIGHT WHITE (U+1D14C)	f09d858c
𝅍	MUSICAL SYMBOL TRIANGLE NOTEHEAD RIGHT BLACK (U+1D14D)	f09d858d
𝅎	MUSICAL SYMBOL TRIANGLE NOTEHEAD DOWN WHITE (U+1D14E)	f09d858e
𝅏	MUSICAL SYMBOL TRIANGLE NOTEHEAD DOWN BLACK (U+1D14F)	f09d858f
𝅐	MUSICAL SYMBOL TRIANGLE NOTEHEAD UP RIGHT WHITE (U+1D150)	f09d8590
𝅑	MUSICAL SYMBOL TRIANGLE NOTEHEAD UP RIGHT BLACK (U+1D151)	f09d8591
𝅒	MUSICAL SYMBOL MOON NOTEHEAD WHITE (U+1D152)	f09d8592
𝅓	MUSICAL SYMBOL MOON NOTEHEAD BLACK (U+1D153)	f09d8593
𝅔	MUSICAL SYMBOL TRIANGLE-ROUND NOTEHEAD DOWN WHITE (U+1D154)	f09d8594
𝅕	MUSICAL SYMBOL TRIANGLE-ROUND NOTEHEAD DOWN BLACK (U+1D155)	f09d8595
𝅖	MUSICAL SYMBOL PARENTHESIS NOTEHEAD (U+1D156)	f09d8596
𝅗	MUSICAL SYMBOL VOID NOTEHEAD (U+1D157)	f09d8597
𝅘	MUSICAL SYMBOL NOTEHEAD BLACK (U+1D158)	f09d8598
𝅙	MUSICAL SYMBOL NULL NOTEHEAD (U+1D159)	f09d8599
𝅚	MUSICAL SYMBOL CLUSTER NOTEHEAD WHITE (U+1D15A)	f09d859a
𝅛	MUSICAL SYMBOL CLUSTER NOTEHEAD BLACK (U+1D15B)	f09d859b
𝅜	MUSICAL SYMBOL BREVE (U+1D15C)	f09d859c
𝅝	MUSICAL SYMBOL WHOLE NOTE (U+1D15D)	f09d859d
𝅗𝅥	MUSICAL SYMBOL HALF NOTE (U+1D15E)	f09d859e
𝅘𝅥	MUSICAL SYMBOL QUARTER NOTE (U+1D15F)	f09d859f
𝅘𝅥𝅮	MUSICAL SYMBOL EIGHTH NOTE (U+1D160)	f09d85a0
𝅘𝅥𝅯	MUSICAL SYMBOL SIXTEENTH NOTE (U+1D161)	f09d85a1
𝅘𝅥𝅰	MUSICAL SYMBOL THIRTY-SECOND NOTE (U+1D162)	f09d85a2
𝅘𝅥𝅱	MUSICAL SYMBOL SIXTY-FOURTH NOTE (U+1D163)	f09d85a3
𝅘𝅥𝅲	MUSICAL SYMBOL ONE HUNDRED TWENTY-EIGHTH NOTE (U+1D164)	f09d85a4
𝅥	MUSICAL SYMBOL COMBINING STEM (U+1D165)	f09d85a5
𝅦	MUSICAL SYMBOL COMBINING SPRECHGESANG STEM (U+1D166)	f09d85a6
𝅧	MUSICAL SYMBOL COMBINING TREMOLO-1 (U+1D167)	f09d85a7
𝅨	MUSICAL SYMBOL COMBINING TREMOLO-2 (U+1D168)	f09d85a8
𝅩	MUSICAL SYMBOL COMBINING TREMOLO-3 (U+1D169)	f09d85a9
𝅪	MUSICAL SYMBOL FINGERED TREMOLO-1 (U+1D16A)	f09d85aa
𝅫	MUSICAL SYMBOL FINGERED TREMOLO-2 (U+1D16B)	f09d85ab
𝅬	MUSICAL SYMBOL FINGERED TREMOLO-3 (U+1D16C)	f09d85ac
𝅭	MUSICAL SYMBOL COMBINING AUGMENTATION DOT (U+1D16D)	f09d85ad
𝅮	MUSICAL SYMBOL COMBINING FLAG-1 (U+1D16E)	f09d85ae
𝅯	MUSICAL SYMBOL COMBINING FLAG-2 (U+1D16F)	f09d85af
𝅰	MUSICAL SYMBOL COMBINING FLAG-3 (U+1D170)	f09d85b0
𝅱	MUSICAL SYMBOL COMBINING FLAG-4 (U+1D171)	f09d85b1
𝅲	MUSICAL SYMBOL COMBINING FLAG-5 (U+1D172)	f09d85b2
𝅳	MUSICAL SYMBOL BEGIN BEAM (U+1D173)	f09d85b3
𝅴	MUSICAL SYMBOL END BEAM (U+1D174)	f09d85b4
𝅵	MUSICAL SYMBOL BEGIN TIE (U+1D175)	f09d85b5
𝅶	MUSICAL SYMBOL END TIE (U+1D176)	f09d85b6
𝅷	MUSICAL SYMBOL BEGIN SLUR (U+1D177)	f09d85b7
𝅸	MUSICAL SYMBOL END SLUR (U+1D178)	f09d85b8
𝅹	MUSICAL SYMBOL BEGIN PHRASE (U+1D179)	f09d85b9
𝅺	MUSICAL SYMBOL END PHRASE (U+1D17A)	f09d85ba
𝅻	MUSICAL SYMBOL COMBINING ACCENT (U+1D17B)	f09d85bb
𝅼	MUSICAL SYMBOL COMBINING STACCATO (U+1D17C)	f09d85bc
𝅽	MUSICAL SYMBOL COMBINING TENUTO (U+1D17D)	f09d85bd
𝅾	MUSICAL SYMBOL COMBINING STACCATISSIMO (U+1D17E)	f09d85be
𝅿	MUSICAL SYMBOL COMBINING MARCATO (U+1D17F)	f09d85bf
𝆀	MUSICAL SYMBOL COMBINING MARCATO-STACCATO (U+1D180)	f09d8680
𝆁	MUSICAL SYMBOL COMBINING ACCENT-STACCATO (U+1D181)	f09d8681
𝆂	MUSICAL SYMBOL COMBINING LOURE (U+1D182)	f09d8682
𝆃	MUSICAL SYMBOL ARPEGGIATO UP (U+1D183)	f09d8683
𝆄	MUSICAL SYMBOL ARPEGGIATO DOWN (U+1D184)	f09d8684
𝆅	MUSICAL SYMBOL COMBINING DOIT (U+1D185)	f09d8685
𝆆	MUSICAL SYMBOL COMBINING RIP (U+1D186)	f09d8686
𝆇	MUSICAL SYMBOL COMBINING FLIP (U+1D187)	f09d8687
𝆈	MUSICAL SYMBOL COMBINING SMEAR (U+1D188)	f09d8688
𝆉	MUSICAL SYMBOL COMBINING BEND (U+1D189)	f09d8689
𝆊	MUSICAL SYMBOL COMBINING DOUBLE TONGUE (U+1D18A)	f09d868a
𝆋	MUSICAL SYMBOL COMBINING TRIPLE TONGUE (U+1D18B)	f09d868b
𝆌	MUSICAL SYMBOL RINFORZANDO (U+1D18C)	f09d868c
𝆍	MUSICAL SYMBOL SUBITO (U+1D18D)	f09d868d
𝆎	MUSICAL SYMBOL Z (U+1D18E)	f09d868e
𝆏	MUSICAL SYMBOL PIANO (U+1D18F)	f09d868f
𝆐	MUSICAL SYMBOL MEZZO (U+1D190)	f09d8690
𝆑	MUSICAL SYMBOL FORTE (U+1D191)	f09d8691
𝆒	MUSICAL SYMBOL CRESCENDO (U+1D192)	f09d8692
𝆓	MUSICAL SYMBOL DECRESCENDO (U+1D193)	f09d8693
𝆔	MUSICAL SYMBOL GRACE NOTE SLASH (U+1D194)	f09d8694
𝆕	MUSICAL SYMBOL GRACE NOTE NO SLASH (U+1D195)	f09d8695
𝆖	MUSICAL SYMBOL TR (U+1D196)	f09d8696
𝆗	MUSICAL SYMBOL TURN (U+1D197)	f09d8697
𝆘	MUSICAL SYMBOL INVERTED TURN (U+1D198)	f09d8698
𝆙	MUSICAL SYMBOL TURN SLASH (U+1D199)	f09d8699
𝆚	MUSICAL SYMBOL TURN UP (U+1D19A)	f09d869a
𝆛	MUSICAL SYMBOL ORNAMENT STROKE-1 (U+1D19B)	f09d869b
𝆜	MUSICAL SYMBOL ORNAMENT STROKE-2 (U+1D19C)	f09d869c
𝆝	MUSICAL SYMBOL ORNAMENT STROKE-3 (U+1D19D)	f09d869d
𝆞	MUSICAL SYMBOL ORNAMENT STROKE-4 (U+1D19E)	f09d869e
𝆟	MUSICAL SYMBOL ORNAMENT STROKE-5 (U+1D19F)	f09d869f
𝆠	MUSICAL SYMBOL ORNAMENT STROKE-6 (U+1D1A0)	f09d86a0
𝆡	MUSICAL SYMBOL ORNAMENT STROKE-7 (U+1D1A1)	f09d86a1
𝆢	MUSICAL SYMBOL ORNAMENT STROKE-8 (U+1D1A2)	f09d86a2
𝆣	MUSICAL SYMBOL ORNAMENT STROKE-9 (U+1D1A3)	f09d86a3
𝆤	MUSICAL SYMBOL ORNAMENT STROKE-10 (U+1D1A4)	f09d86a4
𝆥	MUSICAL SYMBOL ORNAMENT STROKE-11 (U+1D1A5)	f09d86a5
𝆦	MUSICAL SYMBOL HAUPTSTIMME (U+1D1A6)	f09d86a6
𝆧	MUSICAL SYMBOL NEBENSTIMME (U+1D1A7)	f09d86a7
𝆨	MUSICAL SYMBOL END OF STIMME (U+1D1A8)	f09d86a8
𝆩	MUSICAL SYMBOL DEGREE SLASH (U+1D1A9)	f09d86a9
𝆪	MUSICAL SYMBOL COMBINING DOWN BOW (U+1D1AA)	f09d86aa
𝆫	MUSICAL SYMBOL COMBINING UP BOW (U+1D1AB)	f09d86ab
𝆬	MUSICAL SYMBOL COMBINING HARMONIC (U+1D1AC)	f09d86ac
𝆭	MUSICAL SYMBOL COMBINING SNAP PIZZICATO (U+1D1AD)	f09d86ad
𝆮	MUSICAL SYMBOL PEDAL MARK (U+1D1AE)	f09d86ae
𝆯	MUSICAL SYMBOL PEDAL UP MARK (U+1D1AF)	f09d86af
𝆰	MUSICAL SYMBOL HALF PEDAL MARK (U+1D1B0)	f09d86b0
𝆱	MUSICAL SYMBOL GLISSANDO UP (U+1D1B1)	f09d86b1
𝆲	MUSICAL SYMBOL GLISSANDO DOWN (U+1D1B2)	f09d86b2
𝆳	MUSICAL SYMBOL WITH FINGERNAILS (U+1D1B3)	f09d86b3
𝆴	MUSICAL SYMBOL DAMP (U+1D1B4)	f09d86b4
𝆵	MUSICAL SYMBOL DAMP ALL (U+1D1B5)	f09d86b5
𝆶	MUSICAL SYMBOL MAXIMA (U+1D1B6)	f09d86b6
𝆷	MUSICAL SYMBOL LONGA (U+1D1B7)	f09d86b7
𝆸	MUSICAL SYMBOL BREVIS (U+1D1B8)	f09d86b8
𝆹	MUSICAL SYMBOL SEMIBREVIS WHITE (U+1D1B9)	f09d86b9
𝆺	MUSICAL SYMBOL SEMIBREVIS BLACK (U+1D1BA)	f09d86ba
𝆹𝅥	MUSICAL SYMBOL MINIMA (U+1D1BB)	f09d86bb
𝆺𝅥	MUSICAL SYMBOL MINIMA BLACK (U+1D1BC)	f09d86bc
𝆹𝅥𝅮	MUSICAL SYMBOL SEMIMINIMA WHITE (U+1D1BD)	f09d86bd
𝆺𝅥𝅮	MUSICAL SYMBOL SEMIMINIMA BLACK (U+1D1BE)	f09d86be
𝆹𝅥𝅯	MUSICAL SYMBOL FUSA WHITE (U+1D1BF)	f09d86bf
𝆺𝅥𝅯	MUSICAL SYMBOL FUSA BLACK (U+1D1C0)	f09d8780
𝇁	MUSICAL SYMBOL LONGA PERFECTA REST (U+1D1C1)	f09d8781
𝇂	MUSICAL SYMBOL LONGA IMPERFECTA REST (U+1D1C2)	f09d8782
𝇃	MUSICAL SYMBOL BREVIS REST (U+1D1C3)	f09d8783
𝇄	MUSICAL SYMBOL SEMIBREVIS REST (U+1D1C4)	f09d8784
𝇅	MUSICAL SYMBOL MINIMA REST (U+1D1C5)	f09d8785
𝇆	MUSICAL SYMBOL SEMIMINIMA REST (U+1D1C6)	f09d8786
𝇇	MUSICAL SYMBOL TEMPUS PERFECTUM CUM PROLATIONE PERFECTA (U+1D1C7)	f09d8787
𝇈	MUSICAL SYMBOL TEMPUS PERFECTUM CUM PROLATIONE IMPERFECTA (U+1D1C8)	f09d8788
𝇉	MUSICAL SYMBOL TEMPUS PERFECTUM CUM PROLATIONE PERFECTA DIMINUTION-1 (U+1D1C9)	f09d8789
𝇊	MUSICAL SYMBOL TEMPUS IMPERFECTUM CUM PROLATIONE PERFECTA (U+1D1CA)	f09d878a
𝇋	MUSICAL SYMBOL TEMPUS IMPERFECTUM CUM PROLATIONE IMPERFECTA (U+1D1CB)	f09d878b
𝇌	MUSICAL SYMBOL TEMPUS IMPERFECTUM CUM PROLATIONE IMPERFECTA DIMINUTION-1 (U+1D1CC)	f09d878c
𝇍	MUSICAL SYMBOL TEMPUS IMPERFECTUM CUM PROLATIONE IMPERFECTA DIMINUTION-2 (U+1D1CD)	f09d878d
𝇎	MUSICAL SYMBOL TEMPUS IMPERFECTUM CUM PROLATIONE IMPERFECTA DIMINUTION-3 (U+1D1CE)	f09d878e
𝇏	MUSICAL SYMBOL CROIX (U+1D1CF)	f09d878f
𝇐	MUSICAL SYMBOL GREGORIAN C CLEF (U+1D1D0)	f09d8790
𝇑	MUSICAL SYMBOL GREGORIAN F CLEF (U+1D1D1)	f09d8791
𝇒	MUSICAL SYMBOL SQUARE B (U+1D1D2)	f09d8792
𝇓	MUSICAL SYMBOL VIRGA (U+1D1D3)	f09d8793
𝇔	MUSICAL SYMBOL PODATUS (U+1D1D4)	f09d8794
𝇕	MUSICAL SYMBOL CLIVIS (U+1D1D5)	f09d8795
𝇖	MUSICAL SYMBOL SCANDICUS (U+1D1D6)	f09d8796
𝇗	MUSICAL SYMBOL CLIMACUS (U+1D1D7)	f09d8797
𝇘	MUSICAL SYMBOL TORCULUS (U+1D1D8)	f09d8798
𝇙	MUSICAL SYMBOL PORRECTUS (U+1D1D9)	f09d8799
𝇚	MUSICAL SYMBOL PORRECTUS FLEXUS (U+1D1DA)	f09d879a
𝇛	MUSICAL SYMBOL SCANDICUS FLEXUS (U+1D1DB)	f09d879b
𝇜	MUSICAL SYMBOL TORCULUS RESUPINUS (U+1D1DC)	f09d879c
𝇝	MUSICAL SYMBOL PES SUBPUNCTIS (U+1D1DD)	f09d879d
𝈀	GREEK VOCAL NOTATION SYMBOL-1 (U+1D200)	f09d8880
𝈁	GREEK VOCAL NOTATION SYMBOL-2 (U+1D201)	f09d8881
𝈂	GREEK VOCAL NOTATION SYMBOL-3 (U+1D202)	f09d8882
𝈃	GREEK VOCAL NOTATION SYMBOL-4 (U+1D203)	f09d8883
𝈄	GREEK VOCAL NOTATION SYMBOL-5 (U+1D204)	f09d8884
𝈅	GREEK VOCAL NOTATION SYMBOL-6 (U+1D205)	f09d8885
𝈆	GREEK VOCAL NOTATION SYMBOL-7 (U+1D206)	f09d8886
𝈇	GREEK VOCAL NOTATION SYMBOL-8 (U+1D207)	f09d8887
𝈈	GREEK VOCAL NOTATION SYMBOL-9 (U+1D208)	f09d8888
𝈉	GREEK VOCAL NOTATION SYMBOL-10 (U+1D209)	f09d8889
𝈊	GREEK VOCAL NOTATION SYMBOL-11 (U+1D20A)	f09d888a
𝈋	GREEK VOCAL NOTATION SYMBOL-12 (U+1D20B)	f09d888b
𝈌	GREEK VOCAL NOTATION SYMBOL-13 (U+1D20C)	f09d888c
𝈍	GREEK VOCAL NOTATION SYMBOL-14 (U+1D20D)	f09d888d
𝈎	GREEK VOCAL NOTATION SYMBOL-15 (U+1D20E)	f09d888e
𝈏	GREEK VOCAL NOTATION SYMBOL-16 (U+1D20F)	f09d888f
𝈐	GREEK VOCAL NOTATION SYMBOL-17 (U+1D210)	f09d8890
𝈑	GREEK VOCAL NOTATION SYMBOL-18 (U+1D211)	f09d8891
𝈒	GREEK VOCAL NOTATION SYMBOL-19 (U+1D212)	f09d8892
𝈓	GREEK VOCAL NOTATION SYMBOL-20 (U+1D213)	f09d8893
𝈔	GREEK VOCAL NOTATION SYMBOL-21 (U+1D214)	f09d8894
𝈕	GREEK VOCAL NOTATION SYMBOL-22 (U+1D215)	f09d8895
𝈖	GREEK VOCAL NOTATION SYMBOL-23 (U+1D216)	f09d8896
𝈗	GREEK VOCAL NOTATION SYMBOL-24 (U+1D217)	f09d8897
𝈘	GREEK VOCAL NOTATION SYMBOL-50 (U+1D218)	f09d8898
𝈙	GREEK VOCAL NOTATION SYMBOL-51 (U+1D219)	f09d8899
𝈚	GREEK VOCAL NOTATION SYMBOL-52 (U+1D21A)	f09d889a
𝈛	GREEK VOCAL NOTATION SYMBOL-53 (U+1D21B)	f09d889b
𝈜	GREEK VOCAL NOTATION SYMBOL-54 (U+1D21C)	f09d889c
𝈝	GREEK INSTRUMENTAL NOTATION SYMBOL-1 (U+1D21D)	f09d889d
𝈞	GREEK INSTRUMENTAL NOTATION SYMBOL-2 (U+1D21E)	f09d889e
𝈟	GREEK INSTRUMENTAL NOTATION SYMBOL-4 (U+1D21F)	f09d889f
𝈠	GREEK INSTRUMENTAL NOTATION SYMBOL-5 (U+1D220)	f09d88a0
𝈡	GREEK INSTRUMENTAL NOTATION SYMBOL-7 (U+1D221)	f09d88a1
